WTeam,LTeam,probability
Denver Nuggets,Phoenix Suns,0.5181201537180983
Cleveland Cavaliers,Brooklyn Nets,0.5211312411162591
Detroit Pistons,Los Angeles Clippers,0.5101223912290448
Miami Heat,Minnesota Timberwolves,0.5339130015873175
Chicago Bulls,Houston Rockets,0.5430934031712957
New Orleans Pelicans,Indiana Pacers,0.5186697825962707
Utah Jazz,San Antonio Spurs,0.5031484286719197
Portland Trail Blazers,Charlotte Hornets,0.5151361155176283
Los Angeles Lakers,Orlando Magic,0.5037960058578475
Philadelphia 76ers,Washington Wizards,0.5108861500178303
Boston Celtics,Houston Rockets,0.5254626554566525
Indiana Pacers,Atlanta Hawks,0.5022858420994953
Los Angeles Clippers,Toronto Raptors,0.5059328546805415
Memphis Grizzlies,Phoenix Suns,0.5114281456219911
Oklahoma City Thunder,San Antonio Spurs,0.5098811640262829
Dallas Mavericks,New York Knicks,0.5219072982623695
Golden State Warriors,Charlotte Hornets,0.5199682416450808
Denver Nuggets,Sacramento Kings,0.5019026514105573
Detroit Pistons,Orlando Magic,0.518473742278495
Washington Wizards,Phoenix Suns,0.5106981382652215
Atlanta Hawks,Brooklyn Nets,0.5093313077425892
Miami Heat,Los Angeles Lakers,0.5213209616419494
Chicago Bulls,Milwaukee Bucks,0.5341450086019832
New Orleans Pelicans,Minnesota Timberwolves,0.5106380489815311
Golden State Warriors,Utah Jazz,0.5141237400354995
Denver Nuggets,Sacramento Kings,0.5019026514105573
Charlotte Hornets,Oklahoma City Thunder,0.5268593430239458
Cleveland Cavaliers,Indiana Pacers,0.507759725054249
Boston Celtics,Los Angeles Clippers,0.5190087566987104
Memphis Grizzlies,Toronto Raptors,0.5003839203354045
New York Knicks,San Antonio Spurs,0.5046687945335808
Dallas Mavericks,Houston Rockets,0.5364882131464848
Orlando Magic,Washington Wizards,0.5106725894152835
Atlanta Hawks,Los Angeles Lakers,0.5030930648076315
Phoenix Suns,Toronto Raptors,0.5023095553034094
Chicago Bulls,Detroit Pistons,0.5402250002607862
Milwaukee Bucks,Minnesota Timberwolves,0.5216298284381504
Philadelphia 76ers,New Orleans Pelicans,0.5116536946381314
Denver Nuggets,Miami Heat,0.501488666058727
Golden State Warriors,Portland Trail Blazers,0.5193988281070328
Utah Jazz,Sacramento Kings,0.5083987724222905
Los Angeles Clippers,Indiana Pacers,0.5002129510455122
Chicago Bulls,Cleveland Cavaliers,0.5291533025336485
Charlotte Hornets,Brooklyn Nets,0.5131998375640762
New York Knicks,Houston Rockets,0.501437313099409
Dallas Mavericks,San Antonio Spurs,0.5099034127217889
Memphis Grizzlies,New Orleans Pelicans,0.5146259859470592
Minnesota Timberwolves,Detroit Pistons,0.5128139067725721
Philadelphia 76ers,Oklahoma City Thunder,0.5172901606726186
Utah Jazz,Miami Heat,0.5091261438810071
Denver Nuggets,Boston Celtics,0.5105164063235108
Memphis Grizzlies,Sacramento Kings,0.5214750912451245
Milwaukee Bucks,Washington Wizards,0.5234651250402913
New York Knicks,Phoenix Suns,0.5275263386896197
Charlotte Hornets,Los Angeles Lakers,0.5069631681043351
Cleveland Cavaliers,Chicago Bulls,0.5041495407137899
Indiana Pacers,Toronto Raptors,0.5170159712407199
Philadelphia 76ers,New Orleans Pelicans,0.542174591085174
Brooklyn Nets,San Antonio Spurs,0.5259456055186675
Dallas Mavericks,Houston Rockets,0.5066726987458936
Minnesota Timberwolves,Denver Nuggets,0.5090896748963589
Golden State Warriors,Atlanta Hawks,0.5232541419089799
Portland Trail Blazers,Detroit Pistons,0.5195024117505576
Los Angeles Clippers,Miami Heat,0.5013149885815739
Milwaukee Bucks,Washington Wizards,0.5234651250402913
Boston Celtics,Oklahoma City Thunder,0.5033195020633667
Utah Jazz,Sacramento Kings,0.5357635762284275
Charlotte Hornets,Memphis Grizzlies,0.5208006901934135
Cleveland Cavaliers,Phoenix Suns,0.5268022653434826
Orlando Magic,Oklahoma City Thunder,0.5161199381663397
Philadelphia 76ers,Indiana Pacers,0.5476763612376727
New York Knicks,San Antonio Spurs,0.5330975946808778
Milwaukee Bucks,Toronto Raptors,0.5084678913440046
Chicago Bulls,Brooklyn Nets,0.5346177462991565
Minnesota Timberwolves,Portland Trail Blazers,0.5078741954394167
New Orleans Pelicans,Houston Rockets,0.512772274409202
Golden State Warriors,Detroit Pistons,0.5243312040188002
Los Angeles Lakers,Miami Heat,0.5110714383369614
Sacramento Kings,Atlanta Hawks,0.5007438686929766
Orlando Magic,Memphis Grizzlies,0.5100516508826961
Dallas Mavericks,Boston Celtics,0.5260761619284503
Houston Rockets,Utah Jazz,0.5000831428879611
Denver Nuggets,Los Angeles Clippers,0.514500464046193
Portland Trail Blazers,Indiana Pacers,0.501576496526564
Philadelphia 76ers,Chicago Bulls,0.5163907973106837
New York Knicks,Toronto Raptors,0.5140944807091081
Milwaukee Bucks,Charlotte Hornets,0.5165126960680891
Oklahoma City Thunder,Washington Wizards,0.5068370149801571
San Antonio Spurs,Detroit Pistons,0.507073996320095
New Orleans Pelicans,Brooklyn Nets,0.5042475884140125
Denver Nuggets,Cleveland Cavaliers,0.506956685303139
Minnesota Timberwolves,Los Angeles Clippers,0.5092373460319778
Miami Heat,Phoenix Suns,0.5029452358093907
Los Angeles Lakers,Atlanta Hawks,0.5265628859821059
Boston Celtics,San Antonio Spurs,0.5004904213281192
Chicago Bulls,Utah Jazz,0.5300529121536937
Dallas Mavericks,New Orleans Pelicans,0.5368431006739384
Golden State Warriors,Orlando Magic,0.5290975870301944
Los Angeles Lakers,Sacramento Kings,0.5100534560544301
Philadelphia 76ers,Detroit Pistons,0.5078396634841329
Portland Trail Blazers,Toronto Raptors,0.5072961658966633
Charlotte Hornets,Indiana Pacers,0.5010062029647349
Memphis Grizzlies,Utah Jazz,0.5011619501596235
Miami Heat,Brooklyn Nets,0.5275452684981159
Houston Rockets,Minnesota Timberwolves,0.5110573421142182
Dallas Mavericks,Oklahoma City Thunder,0.5127310850948616
Phoenix Suns,Cleveland Cavaliers,0.5025231725011295
Los Angeles Clippers,Atlanta Hawks,0.5168233087184801
Washington Wizards,New Orleans Pelicans,0.5138962151873993
Chicago Bulls,Boston Celtics,0.5000368612820941
New York Knicks,Milwaukee Bucks,0.5213820204059628
Memphis Grizzlies,San Antonio Spurs,0.5170154294882802
Denver Nuggets,Los Angeles Lakers,0.5062043414821592
Sacramento Kings,Orlando Magic,0.5066030572383888
Miami Heat,Oklahoma City Thunder,0.5411621350025042
Philadelphia 76ers,Detroit Pistons,0.5389506918547627
Charlotte Hornets,Toronto Raptors,0.5067259806630009
Utah Jazz,Cleveland Cavaliers,0.5145914769538719
Golden State Warriors,Phoenix Suns,0.5243763420791504
Portland Trail Blazers,Orlando Magic,0.5242732800819412
Los Angeles Clippers,Dallas Mavericks,0.5009299909534947
Detroit Pistons,Minnesota Timberwolves,0.5144511282514926
Chicago Bulls,Washington Wizards,0.5119762829216266
Atlanta Hawks,Milwaukee Bucks,0.508856481294821
Boston Celtics,New Orleans Pelicans,0.5258185233887047
New York Knicks,Indiana Pacers,0.5362371821775563
Memphis Grizzlies,San Antonio Spurs,0.5170154294882802
Denver Nuggets,Phoenix Suns,0.5181201537180983
Sacramento Kings,Houston Rockets,0.504711699331685
Philadelphia 76ers,Oklahoma City Thunder,0.5469346034653594
Brooklyn Nets,Boston Celtics,0.512764155720252
Miami Heat,Milwaukee Bucks,0.5270717018104993
Charlotte Hornets,Toronto Raptors,0.5067259806630009
Los Angeles Lakers,Dallas Mavericks,0.5106866210323944
Portland Trail Blazers,Cleveland Cavaliers,0.5083858114671574
Detroit Pistons,New Orleans Pelicans,0.5169408723485527
Indiana Pacers,Atlanta Hawks,0.5022858420994953
New York Knicks,Washington Wizards,0.5010888710278976
Golden State Warriors,San Antonio Spurs,0.5019824465754753
Chicago Bulls,Oklahoma City Thunder,0.5482053433251696
Minnesota Timberwolves,Phoenix Suns,0.5128591223528022
Utah Jazz,Orlando Magic,0.5304636202360997
Los Angeles Clippers,Denver Nuggets,0.5141793288210611
Sacramento Kings,Houston Rockets,0.504711699331685
Miami Heat,Milwaukee Bucks,0.5270717018104993
Charlotte Hornets,Boston Celtics,0.5112750041331169
Indiana Pacers,Memphis Grizzlies,0.5053360590779591
Atlanta Hawks,Toronto Raptors,0.5034342700523955
Minnesota Timberwolves,Cleveland Cavaliers,0.5016909936749222
Utah Jazz,Philadelphia 76ers,0.504178840614899
Portland Trail Blazers,Dallas Mavericks,0.5025331128202518
Detroit Pistons,New York Knicks,0.5019586818537989
Los Angeles Clippers,Houston Rockets,0.5207856449705306
Chicago Bulls,Golden State Warriors,0.5312145480763825
Brooklyn Nets,Oklahoma City Thunder,0.5283448148411463
San Antonio Spurs,Sacramento Kings,0.5171711332318313
Denver Nuggets,Orlando Magic,0.5228469913038122
Portland Trail Blazers,Dallas Mavericks,0.5025331128202518
Los Angeles Lakers,Philadelphia 76ers,0.5061247223615122
Charlotte Hornets,Boston Celtics,0.5112750041331169
Milwaukee Bucks,Indiana Pacers,0.5296473295467591
Cleveland Cavaliers,New Orleans Pelicans,0.5299919559028581
New York Knicks,Toronto Raptors,0.5410733681290645
Washington Wizards,Golden State Warriors,0.50159759508243
Miami Heat,Atlanta Hawks,0.5016228795298484
Minnesota Timberwolves,Utah Jazz,0.5025937512862917
Memphis Grizzlies,Phoenix Suns,0.5114281456219911
Los Angeles Lakers,Houston Rockets,0.5305179060813873
Milwaukee Bucks,Toronto Raptors,0.5344925796682021
San Antonio Spurs,Brooklyn Nets,0.50143556408736
Denver Nuggets,Portland Trail Blazers,0.5131379557923413
Philadelphia 76ers,Los Angeles Clippers,0.5036331640537344
Dallas Mavericks,Atlanta Hawks,0.5325391711051448
New York Knicks,Washington Wizards,0.5300647426388007
Houston Rockets,Charlotte Hornets,0.505934233607873
Memphis Grizzlies,Cleveland Cavaliers,0.5002591777974222
Miami Heat,New Orleans Pelicans,0.5067071835911289
Oklahoma City Thunder,Indiana Pacers,0.5130342609251641
Utah Jazz,Los Angeles Clippers,0.5221285537213577
Denver Nuggets,Minnesota Timberwolves,0.5188270056278605
Los Angeles Lakers,Sacramento Kings,0.5376991619408198
Chicago Bulls,Detroit Pistons,0.5089300597572671
Boston Celtics,Golden State Warriors,0.513536005040736
Minnesota Timberwolves,Toronto Raptors,0.5264491813473905
Phoenix Suns,Brooklyn Nets,0.5080093215060362
Philadelphia 76ers,Portland Trail Blazers,0.5020300743768213
Orlando Magic,New Orleans Pelicans,0.5113254400066807
Atlanta Hawks,New York Knicks,0.5032278482060526
Cleveland Cavaliers,Golden State Warriors,0.5177183882748461
Dallas Mavericks,Miami Heat,0.5170639252962397
San Antonio Spurs,Los Angeles Clippers,0.5034960953781122
Denver Nuggets,Indiana Pacers,0.5268488724892177
Utah Jazz,Brooklyn Nets,0.5200716419298186
Los Angeles Lakers,Memphis Grizzlies,0.5296036570614232
Sacramento Kings,Oklahoma City Thunder,0.5098655137459611
Boston Celtics,Toronto Raptors,0.5099184057152237
Washington Wizards,Orlando Magic,0.5154296901137312
Atlanta Hawks,Charlotte Hornets,0.510598134760284
Cleveland Cavaliers,Milwaukee Bucks,0.5206570869930173
Minnesota Timberwolves,Houston Rockets,0.515700012915833
Phoenix Suns,Indiana Pacers,0.5224257269002284
Philadelphia 76ers,Sacramento Kings,0.5197088032893127
Miami Heat,New Orleans Pelicans,0.5363928828421809
New York Knicks,Toronto Raptors,0.5140944807091081
Dallas Mavericks,Los Angeles Clippers,0.5300501561579167
Denver Nuggets,Oklahoma City Thunder,0.5261025136583418
Phoenix Suns,Memphis Grizzlies,0.5156147245152077
Golden State Warriors,Brooklyn Nets,0.5187028064971142
Portland Trail Blazers,Los Angeles Lakers,0.5076335304075907
Detroit Pistons,Milwaukee Bucks,0.5075876240041798
Orlando Magic,Boston Celtics,0.5005172185544269
Chicago Bulls,Atlanta Hawks,0.5391522954652044
Houston Rockets,Minnesota Timberwolves,0.5110573421142182
Utah Jazz,Charlotte Hornets,0.521336799267067
Portland Trail Blazers,San Antonio Spurs,0.5251282349434372
Sacramento Kings,Memphis Grizzlies,0.5037942000601805
Chicago Bulls,Indiana Pacers,0.5192582032187933
Miami Heat,Boston Celtics,0.525624726241033
New York Knicks,Cleveland Cavaliers,0.5163773790731901
New Orleans Pelicans,Denver Nuggets,0.5061602424436428
Dallas Mavericks,Washington Wizards,0.5361934182164175
Phoenix Suns,Charlotte Hornets,0.5092762732176996
Los Angeles Lakers,Los Angeles Clippers,0.5240704884198508
Orlando Magic,Indiana Pacers,0.516867581105975
Philadelphia 76ers,Brooklyn Nets,0.5333413215611957
Houston Rockets,Washington Wizards,0.5128953233960676
Milwaukee Bucks,Denver Nuggets,0.5171574966612627
New Orleans Pelicans,Minnesota Timberwolves,0.5106380489815311
Oklahoma City Thunder,Atlanta Hawks,0.5031657897831784
Golden State Warriors,Memphis Grizzlies,0.5262970463326347
Portland Trail Blazers,Utah Jazz,0.5092883036488824
Sacramento Kings,Toronto Raptors,0.5154756115647244
Los Angeles Lakers,San Antonio Spurs,0.5332553693000109
Boston Celtics,New York Knicks,0.510851135976184
Brooklyn Nets,Detroit Pistons,0.5203206204073966
Chicago Bulls,Charlotte Hornets,0.5037912215742649
Cleveland Cavaliers,Houston Rockets,0.5008196308078106
Dallas Mavericks,Phoenix Suns,0.5033302202160377
Los Angeles Clippers,San Antonio Spurs,0.5235288893215253
Milwaukee Bucks,Indiana Pacers,0.5027484913036906
Minnesota Timberwolves,Memphis Grizzlies,0.5147832998905181
Miami Heat,Orlando Magic,0.5379192021125777
Cleveland Cavaliers,Oklahoma City Thunder,0.5068799398134196
Golden State Warriors,Toronto Raptors,0.5379345791670472
Philadelphia 76ers,Denver Nuggets,0.5352451844581787
Brooklyn Nets,New York Knicks,0.5085875762815066
Detroit Pistons,Houston Rockets,0.516584467133691
Chicago Bulls,Orlando Magic,0.5145468848581847
Atlanta Hawks,Los Angeles Clippers,0.5113910043027949
Minnesota Timberwolves,Sacramento Kings,0.522904092573109
New Orleans Pelicans,Washington Wizards,0.5124761028433497
San Antonio Spurs,Phoenix Suns,0.5071192326071852
Boston Celtics,Los Angeles Lakers,0.5107164098906413
Utah Jazz,Dallas Mavericks,0.5087412672215221
Portland Trail Blazers,Toronto Raptors,0.533120918361375
Charlotte Hornets,Miami Heat,0.5022476136767642
Memphis Grizzlies,Indiana Pacers,0.5201658216994288
Cleveland Cavaliers,Los Angeles Clippers,0.5231877751631141
Milwaukee Bucks,New Orleans Pelicans,0.5241168129112332
Philadelphia 76ers,Orlando Magic,0.5436980681734102
Brooklyn Nets,Los Angeles Lakers,0.5084528266370808
Minnesota Timberwolves,Sacramento Kings,0.522904092573109
Golden State Warriors,Oklahoma City Thunder,0.5048114377927774
San Antonio Spurs,Washington Wizards,0.5096653663249842
Dallas Mavericks,Detroit Pistons,0.5336139534341157
Phoenix Suns,Toronto Raptors,0.5272789726456655
Portland Trail Blazers,Atlanta Hawks,0.5184244580561754
Cleveland Cavaliers,Miami Heat,0.51018714907978
New York Knicks,Los Angeles Lakers,0.515625675595201
Chicago Bulls,Los Angeles Clippers,0.5366678565347615
Milwaukee Bucks,Charlotte Hornets,0.5165126960680891
Denver Nuggets,New Orleans Pelicans,0.5213151897521597
Detroit Pistons,Washington Wizards,0.516288426898996
Memphis Grizzlies,Portland Trail Blazers,0.5064426676011414
Philadelphia 76ers,Orlando Magic,0.5436980681734102
Boston Celtics,Brooklyn Nets,0.5169508398256301
Houston Rockets,Oklahoma City Thunder,0.5183412663067066
Minnesota Timberwolves,Golden State Warriors,0.503759717011103
San Antonio Spurs,Sacramento Kings,0.5171711332318313
Utah Jazz,Toronto Raptors,0.5392972986007094
Phoenix Suns,Atlanta Hawks,0.5125667529597823
Los Angeles Lakers,Indiana Pacers,0.5085119999813575
Cleveland Cavaliers,Memphis Grizzlies,0.5287219775966818
New York Knicks,Miami Heat,0.5109130426016206
Chicago Bulls,Charlotte Hornets,0.5358787783414558
Dallas Mavericks,New Orleans Pelicans,0.5368431006739384
Denver Nuggets,Golden State Warriors,0.5090249417081344
Milwaukee Bucks,Los Angeles Clippers,0.5173050419702814
Detroit Pistons,Charlotte Hornets,0.5093294382770561
Indiana Pacers,Sacramento Kings,0.5134655282422705
Washington Wizards,Portland Trail Blazers,0.5057124105861439
Boston Celtics,Phoenix Suns,0.5226260209186273
Houston Rockets,Toronto Raptors,0.5239449309012767
Minnesota Timberwolves,Orlando Magic,0.5175895167280267
Philadelphia 76ers,San Antonio Spurs,0.5144638915533105
Utah Jazz,Atlanta Hawks,0.5246218961722868
Brooklyn Nets,Washington Wizards,0.5229078728490729
Detroit Pistons,Phoenix Suns,0.513743872789983
New York Knicks,Los Angeles Clippers,0.5239123809517591
Chicago Bulls,Portland Trail Blazers,0.5353113712648654
Milwaukee Bucks,Miami Heat,0.5042959900184019
Los Angeles Lakers,New Orleans Pelicans,0.5019915859177175
Oklahoma City Thunder,Houston Rockets,0.5071333176293362
Golden State Warriors,Dallas Mavericks,0.5073707265802059
Denver Nuggets,Atlanta Hawks,0.5169967889071396
Charlotte Hornets,Orlando Magic,0.5236043118937849
Cleveland Cavaliers,Indiana Pacers,0.507759725054249
Memphis Grizzlies,Toronto Raptors,0.5250211532065522
New York Knicks,Philadelphia 76ers,0.5059662732011504
Minnesota Timberwolves,Denver Nuggets,0.5090896748963589
New Orleans Pelicans,Sacramento Kings,0.519979367186918
Detroit Pistons,Boston Celtics,0.5061368924264035
Cleveland Cavaliers,Washington Wizards,0.5004711870932462
Brooklyn Nets,Los Angeles Clippers,0.5167472364092188
Chicago Bulls,San Antonio Spurs,0.5458203153221853
Houston Rockets,Sacramento Kings,0.5203981738548213
Utah Jazz,Dallas Mavericks,0.5087412672215221
Golden State Warriors,Oklahoma City Thunder,0.5323486072938148
Portland Trail Blazers,Milwaukee Bucks,0.5133952209276901
New York Knicks,Orlando Magic,0.503661224569726
Brooklyn Nets,Phoenix Suns,0.5203657909105539
New Orleans Pelicans,Atlanta Hawks,0.5088061732923811
Chicago Bulls,Memphis Grizzlies,0.5112463118760424
Denver Nuggets,Minnesota Timberwolves,0.5188270056278605
Los Angeles Lakers,Oklahoma City Thunder,0.5356502459691843
Cleveland Cavaliers,Detroit Pistons,0.5267571497332627
Washington Wizards,Charlotte Hornets,0.5062826258971246
Boston Celtics,Philadelphia 76ers,0.501053840594792
Miami Heat,Indiana Pacers,0.5419054278727359
Toronto Raptors,San Antonio Spurs,0.5032822473928477
Houston Rockets,Sacramento Kings,0.5203981738548213
Utah Jazz,Minnesota Timberwolves,0.5264496848009658
Los Angeles Clippers,Dallas Mavericks,0.5009299909534947
Portland Trail Blazers,Golden State Warriors,0.5104538619839597
Orlando Magic,Denver Nuggets,0.5043559616191706
Atlanta Hawks,Phoenix Suns,0.515012023778312
Chicago Bulls,Brooklyn Nets,0.5023012642419007
Los Angeles Lakers,Milwaukee Bucks,0.5215402007774572
Detroit Pistons,San Antonio Spurs,0.5193295639743523
Indiana Pacers,Phoenix Suns,0.5034105574587295
Philadelphia 76ers,New York Knicks,0.5272593180659612
Boston Celtics,Charlotte Hornets,0.5182166028336839
Utah Jazz,Toronto Raptors,0.5125751033877677
Memphis Grizzlies,Minnesota Timberwolves,0.5121355707542167
Miami Heat,Houston Rockets,0.5360379484816677
Cleveland Cavaliers,New Orleans Pelicans,0.5012391196125608
Portland Trail Blazers,Oklahoma City Thunder,0.5275278648535526
Dallas Mavericks,Sacramento Kings,0.5151511603171859
Los Angeles Clippers,Milwaukee Bucks,0.5117930969519274
Philadelphia 76ers,Brooklyn Nets,0.5012105746886271
Charlotte Hornets,Denver Nuggets,0.5151111656126589
Miami Heat,Orlando Magic,0.5085112460546233
Washington Wizards,Indiana Pacers,0.5194366022458177
Atlanta Hawks,San Antonio Spurs,0.5205967412200151
New York Knicks,Utah Jazz,0.5172791306307385
Cleveland Cavaliers,Chicago Bulls,0.5041495407137899
Golden State Warriors,Los Angeles Lakers,0.5124696634245185
Dallas Mavericks,Sacramento Kings,0.5151511603171859
Boston Celtics,Memphis Grizzlies,0.5245473846363276
Detroit Pistons,Toronto Raptors,0.5023547997207155
Charlotte Hornets,Atlanta Hawks,0.5177548305446488
Cleveland Cavaliers,San Antonio Spurs,0.5323744908323897
Utah Jazz,Indiana Pacers,0.5068571437492373
Philadelphia 76ers,Houston Rockets,0.5418203021575434
Miami Heat,Denver Nuggets,0.529451915440512
New York Knicks,Brooklyn Nets,0.5218561159769828
Chicago Bulls,Orlando Magic,0.544970333418483
Oklahoma City Thunder,New Orleans Pelicans,0.5074900475755943
Dallas Mavericks,Minnesota Timberwolves,0.5343635370964807
Golden State Warriors,Washington Wizards,0.5269164926135179
Portland Trail Blazers,Los Angeles Lakers,0.5076335304075907
Milwaukee Bucks,Boston Celtics,0.5133222288129469
Toronto Raptors,Orlando Magic,0.5024252288181041
Phoenix Suns,Sacramento Kings,0.5237344760261843
Los Angeles Clippers,Golden State Warriors,0.5088513183667118
Portland Trail Blazers,Washington Wizards,0.5220900239048412
Charlotte Hornets,San Antonio Spurs,0.5244593785068135
Chicago Bulls,Indiana Pacers,0.5192582032187933
Philadelphia 76ers,Cleveland Cavaliers,0.5278751258587494
Atlanta Hawks,New York Knicks,0.5032278482060526
Boston Celtics,Detroit Pistons,0.5225808679832975
Brooklyn Nets,Miami Heat,0.5037375729400766
Memphis Grizzlies,Utah Jazz,0.5011619501596235
Oklahoma City Thunder,Houston Rockets,0.5071333176293362
Denver Nuggets,Dallas Mavericks,0.5011036690775506
Los Angeles Lakers,New Orleans Pelicans,0.5308733675649822
Chicago Bulls,Milwaukee Bucks,0.5341450086019832
Minnesota Timberwolves,Washington Wizards,0.5154039391416247
Phoenix Suns,Los Angeles Clippers,0.5100692294420165
Cleveland Cavaliers,Denver Nuggets,0.5230403700964646
Boston Celtics,Indiana Pacers,0.5041994261514207
Orlando Magic,Detroit Pistons,0.508081404762172
Philadelphia 76ers,Memphis Grizzlies,0.5409090164530266
Toronto Raptors,New Orleans Pelicans,0.5008904508248567
Dallas Mavericks,San Antonio Spurs,0.539221100200521
Utah Jazz,Oklahoma City Thunder,0.5337135209311695
Los Angeles Lakers,Golden State Warriors,0.5186019102967292
Portland Trail Blazers,Sacramento Kings,0.5031184500978694
New York Knicks,Washington Wizards,0.5010888710278976
Atlanta Hawks,Cleveland Cavaliers,0.5038455027397848
Milwaukee Bucks,Miami Heat,0.5042959900184019
Minnesota Timberwolves,Charlotte Hornets,0.5084443409381474
Phoenix Suns,Oklahoma City Thunder,0.5216787254086116
Chicago Bulls,Brooklyn Nets,0.5346177462991565
Golden State Warriors,Houston Rockets,0.5272119847991118
Los Angeles Clippers,Sacramento Kings,0.527983316552978
Detroit Pistons,Toronto Raptors,0.5273319975035259
Charlotte Hornets,Miami Heat,0.5022476136767642
Orlando Magic,Indiana Pacers,0.516867581105975
New York Knicks,New Orleans Pelicans,0.530715496352578
Memphis Grizzlies,Denver Nuggets,0.5076582551903033
Philadelphia 76ers,Boston Celtics,0.5314234129519502
Utah Jazz,San Antonio Spurs,0.5313173954714697
Milwaukee Bucks,Phoenix Suns,0.5209232919857343
Atlanta Hawks,Brooklyn Nets,0.5093313077425892
Chicago Bulls,Washington Wizards,0.5427992290942046
Dallas Mavericks,Los Angeles Lakers,0.5217727666486097
Cleveland Cavaliers,Toronto Raptors,0.5403519661641695
Oklahoma City Thunder,Sacramento Kings,0.514344821493074
Golden State Warriors,Minnesota Timberwolves,0.5250824287823058
Portland Trail Blazers,Houston Rockets,0.5223857981643937
Denver Nuggets,Los Angeles Clippers,0.514500464046193
Charlotte Hornets,Detroit Pistons,0.5188328919588093
Philadelphia 76ers,Miami Heat,0.5224205501757392
New York Knicks,Boston Celtics,0.5199334923422584
New Orleans Pelicans,Orlando Magic,0.5146624507418002
Atlanta Hawks,Washington Wizards,0.5175561735760118
Brooklyn Nets,Milwaukee Bucks,0.5142141045312243
Chicago Bulls,Toronto Raptors,0.5249671346791192
Houston Rockets,Denver Nuggets,0.5065796649408529
Los Angeles Lakers,Memphis Grizzlies,0.5004932963204122
Oklahoma City Thunder,Sacramento Kings,0.514344821493074
Dallas Mavericks,Indiana Pacers,0.5423548597817547
Utah Jazz,San Antonio Spurs,0.5313173954714697
Golden State Warriors,Portland Trail Blazers,0.5193988281070328
Los Angeles Clippers,Minnesota Timberwolves,0.5186535707684431
Charlotte Hornets,Phoenix Suns,0.5188780730162343
Chicago Bulls,Detroit Pistons,0.5089300597572671
Boston Celtics,Cleveland Cavaliers,0.5114685137036753
Miami Heat,Philadelphia 76ers,0.5116675710593439
New York Knicks,Brooklyn Nets,0.5218561159769828
Houston Rockets,Memphis Grizzlies,0.5122745116058537
Milwaukee Bucks,Orlando Magic,0.5256478068225545
Los Angeles Lakers,Oklahoma City Thunder,0.5076322554984818
Portland Trail Blazers,New Orleans Pelicans,0.5227418777725523
Washington Wizards,Toronto Raptors,0.5242925644166415
Dallas Mavericks,Philadelphia 76ers,0.5121199605324255
San Antonio Spurs,Indiana Pacers,0.5158610205687155
Golden State Warriors,Los Angeles Clippers,0.5207601788909163
Charlotte Hornets,Orlando Magic,0.5236043118937849
Atlanta Hawks,Portland Trail Blazers,0.5100280800221884
Boston Celtics,Brooklyn Nets,0.5169508398256301
Chicago Bulls,Phoenix Suns,0.5402699524977114
Miami Heat,New York Knicks,0.5214555037856891
Utah Jazz,Oklahoma City Thunder,0.5059773148647873
Denver Nuggets,Memphis Grizzlies,0.5200429980805101
Golden State Warriors,New Orleans Pelicans,0.5275677203357663
Los Angeles Clippers,Sacramento Kings,0.5017549326347328
Los Angeles Lakers,Minnesota Timberwolves,0.5283899204979594
Washington Wizards,Toronto Raptors,0.5242925644166415
Cleveland Cavaliers,Detroit Pistons,0.5267571497332627
Miami Heat,Atlanta Hawks,0.5320884160806053
San Antonio Spurs,Houston Rockets,0.5099616126514072
Philadelphia 76ers,Milwaukee Bucks,0.5006521235064028
Sacramento Kings,Minnesota Timberwolves,0.502576417035051
Dallas Mavericks,Phoenix Suns,0.5336589940709618
Chicago Bulls,Indiana Pacers,0.5489467363800202
Los Angeles Lakers,Golden State Warriors,0.5186019102967292
Brooklyn Nets,Charlotte Hornets,0.5159548316363841
Orlando Magic,Portland Trail Blazers,0.5031402005995081
Houston Rockets,San Antonio Spurs,0.5159377920401554
Utah Jazz,Oklahoma City Thunder,0.5059773148647873
Boston Celtics,New York Knicks,0.510851135976184
Los Angeles Clippers,Memphis Grizzlies,0.519869595911195
Cleveland Cavaliers,Boston Celtics,0.5192083881232061
Philadelphia 76ers,Indiana Pacers,0.5181690280698621
Washington Wizards,Milwaukee Bucks,0.504540517091331
Miami Heat,Atlanta Hawks,0.5320884160806053
Denver Nuggets,Toronto Raptors,0.5316974615008695
Sacramento Kings,New Orleans Pelicans,0.5050684714492606
Detroit Pistons,Portland Trail Blazers,0.5087593275144754
Orlando Magic,Milwaukee Bucks,0.5019682144840482
Philadelphia 76ers,Minnesota Timberwolves,0.5087247975891105
New York Knicks,Charlotte Hornets,0.5231208826318936
Houston Rockets,Brooklyn Nets,0.504667045659538
Golden State Warriors,Oklahoma City Thunder,0.5048114377927774
Dallas Mavericks,Utah Jazz,0.5234246325123428
Los Angeles Lakers,Memphis Grizzlies,0.5296036570614232
Washington Wizards,Atlanta Hawks,0.5095738486301475
Boston Celtics,Portland Trail Blazers,0.5176470389849472
Miami Heat,Cleveland Cavaliers,0.5220720189284356
Dallas Mavericks,New Orleans Pelicans,0.5070921098477594
Chicago Bulls,Denver Nuggets,0.5045501269803052
Phoenix Suns,Oklahoma City Thunder,0.5216787254086116
Los Angeles Clippers,Toronto Raptors,0.531524476855214
Detroit Pistons,Charlotte Hornets,0.5093294382770561
